"saledate","avg_sales_trend"
"2013-02-28","334094.3"
"2015-10-20","336315.5"
"2015-12-14","337151.1"
"2014-12-16","337188.8"
"2016-06-24","337359.4"
"2016-06-30","337491.0"
"2016-08-18","338590.1"
"2015-09-30","338598.6"
"2016-09-02","339716.8"
"2016-08-01","339935.0"
"2013-10-13","340000.0"
"2013-01-31","340980.0"
"2015-12-03","341510.3"
"2014-09-28","342500.0"
"2015-06-02","342937.6"
"2016-04-05","342954.3"
"2016-09-30","343700.1"
"2016-06-03","343969.0"
"2016-07-27","344132.5"
"2015-01-27","344799.3"
"2016-05-02","345133.4"
"2016-10-03","345309.3"
"2013-02-01","347700.0"
"2015-10-26","347737.1"
"2016-08-08","348594.1"
"2016-04-28","348840.4"
"2014-10-22","349159.0"
"2016-08-31","349368.4"
"2016-03-26","351666.7"
"2014-03-07","352120.9"
"2015-10-28","353530.4"
"2015-03-31","353669.8"
"2016-05-11","354566.7"
"2015-10-23","354692.3"
"2015-08-03","354779.3"
"2013-01-20","355000.0"
"2015-12-27","355000.0"
"2013-06-09","355500.0"
"2015-09-21","355949.6"
"2015-01-17","356500.0"
"2014-01-22","357871.5"
"2015-09-15","358665.5"
"2016-07-12","359309.9"
"2013-06-28","361600.2"
"2015-12-21","363890.2"
"2015-09-01","363953.0"
"2014-11-02","364000.0"
"2015-11-15","365000.0"
"2016-05-24","365524.0"
"2016-06-01","365675.0"
"2016-07-22","369372.7"
"2015-10-18","369900.0"
"2015-09-22","369903.5"
"2016-10-26","370586.1"
"2014-06-25","371950.3"
"2014-07-23","372240.7"
"2014-10-26","373050.0"
"2016-01-25","373251.2"
"2014-12-12","373656.6"
"2016-04-10","373950.0"
"2014-02-18","374999.4"
"2014-11-04","376050.5"
"2014-02-10","379266.3"
"2015-03-17","381705.0"
"2015-04-08","385892.8"
"2013-03-01","388964.8"
"2016-08-23","389912.3"
"2016-01-06","397391.5"
"2015-08-06","398382.9"
"2016-04-02","405000.0"
"2015-10-05","407461.7"
"2013-11-12","407733.4"
"2015-12-01","413668.1"
"2015-12-07","429665.0"
"2016-05-30","429900.0"
"2016-09-24","429900.0"
"2015-05-31","430000.0"
"2014-04-07","432877.3"
"2014-10-20","437652.0"
"2013-03-29","439228.6"
"2014-06-02","439645.0"
"2015-05-07","448583.2"
"2016-09-17","452500.0"
"2016-09-03","462000.0"
"2014-08-15","469198.6"
"2015-03-09","469292.1"
"2016-03-29","509949.3"
"2016-06-18","525000.0"
"2015-06-13","525000.0"
"2014-12-26","526666.7"
"2015-11-19","536202.8"
"2015-06-06","542500.0"
"2014-04-09","552096.2"
"2015-01-31","557050.0"
"2015-02-16","564750.0"
"2014-06-13","577698.2"
"2014-08-30","579900.0"
"2013-12-31","590886.9"
"2015-09-14","626292.1"
"2016-08-20","635750.0"
"2015-04-25","645000.0"
"2015-05-01","646437.9"
"2015-05-11","654140.4"
"2015-01-14","701559.2"
"2014-03-09","710000.0"
"2015-09-18","746171.1"
"2013-01-29","748601.8"
"2014-08-08","815706.4"
"2015-08-24","832044.1"
"2016-10-05","875188.4"
"2015-09-29","1178299.4"
"2013-06-29","1275000.0"
"2015-12-06","1500000.0"
"2016-01-04","1566447.9"
"2015-07-12","1640000.0"
"2014-12-17","1780747.6"
"2014-08-26","1784821.0"
"2014-04-10","2752484.3"
"2015-07-14","5034844.2"
"2015-01-30","5126820.7"
